,0,1
94,0.25,0.43478260869565216
95,0.75,0.34782608695652173
96,0.75,0.3913043478260869
97,0.875,0.5217391304347826
98,0.625,0.6521739130434783
99,0.125,0.7826086956521738
100,1.0,0.21739130434782608
101,0.375,0.5652173913043479
102,0.0,0.7826086956521738
103,0.375,0.30434782608695654
104,0.375,0.30434782608695654
105,0.25,0.4782608695652174
106,0.625,0.30434782608695654
107,0.625,0.3913043478260869
108,0.5,0.5652173913043479
109,0.0,0.6956521739130435
110,0.375,0.34782608695652173
111,0.125,0.3913043478260869
112,0.375,0.34782608695652173
113,0.75,0.21739130434782608
114,0.0,0.6956521739130435
115,1.0,0.21739130434782608
116,0.75,0.3913043478260869
117,0.5,0.7391304347826086
118,0.625,0.5217391304347826
119,0.875,0.3913043478260869
120,1.0,0.4782608695652174
121,0.5,0.7826086956521738
122,0.875,0.5217391304347826
123,0.875,0.4782608695652174
124,0.75,0.6521739130434783
125,0.625,0.6521739130434783
126,0.5,0.6086956521739131
127,0.875,0.3913043478260869
128,0.25,0.6956521739130435
129,0.375,0.5652173913043479
130,0.0,0.5217391304347826
131,0.5,0.2608695652173913
132,0.5,0.30434782608695654
133,0.75,0.3913043478260869
134,0.875,0.43478260869565216
135,0.125,0.826086956521739
136,0.375,0.5217391304347826
137,1.0,0.13043478260869565
138,1.0,0.43478260869565216
139,0.0,1.0
140,0.875,0.34782608695652173
141,0.5,0.43478260869565216
142,0.125,0.7391304347826086
143,0.875,0.21739130434782608
144,0.5,0.4782608695652174
145,0.0,0.7826086956521738
146,1.0,0.13043478260869565
147,0.875,0.34782608695652173
148,0.125,0.9130434782608696
149,0.5,0.4782608695652174
150,0.625,0.30434782608695654
151,0.0,0.6956521739130435
152,0.25,0.43478260869565216
153,0.0,0.3913043478260869
154,0.75,0.13043478260869565
155,0.875,0.2608695652173913
156,0.625,0.6521739130434783
157,0.125,0.7826086956521738
158,0.5,0.3913043478260869
159,0.875,0.21739130434782608
160,0.125,0.7391304347826086
161,0.125,0.6086956521739131
162,0.875,0.08695652173913043
163,0.125,0.6086956521739131
164,0.75,0.3913043478260869
165,0.0,0.6086956521739131
166,0.0,0.5652173913043479
167,0.75,0.043478260869565216
168,0.75,0.30434782608695654
169,0.625,0.6086956521739131
170,0.5,0.6086956521739131
171,0.125,0.6521739130434783
172,1.0,0.17391304347826086
173,0.625,0.4782608695652174
174,0.75,0.6086956521739131
175,0.875,0.4782608695652174
176,0.25,0.7826086956521738
177,0.25,0.6086956521739131
178,0.375,0.34782608695652173
179,0.5,0.34782608695652173
180,0.75,0.34782608695652173
181,0.25,0.6521739130434783
182,0.125,0.6086956521739131
183,0.75,0.17391304347826086
184,0.375,0.4782608695652174
185,1.0,0.34782608695652173
186,0.375,0.6521739130434783
187,0.625,0.5652173913043479
188,0.125,0.6086956521739131
189,0.5,0.3913043478260869
190,0.625,0.30434782608695654
191,0.375,0.5652173913043479
192,0.25,0.5652173913043479
193,0.75,0.2608695652173913
194,0.75,0.3913043478260869
195,0.75,0.5652173913043479
196,0.25,0.7391304347826086
197,0.5,0.4782608695652174
198,0.125,0.5217391304347826
199,0.0,0.5217391304347826
200,0.625,0.13043478260869565
201,0.375,0.3913043478260869
202,0.375,0.5217391304347826
203,0.25,0.4782608695652174
204,0.125,0.4782608695652174
205,0.875,0.13043478260869565
206,1.0,0.30434782608695654
207,0.0,0.9565217391304348
208,0.875,0.34782608695652173
209,0.875,0.30434782608695654
210,0.875,0.6086956521739131
211,0.25,0.826086956521739
212,0.125,0.6521739130434783
213,0.75,0.17391304347826086
214,0.625,0.3913043478260869
215,1.0,0.43478260869565216
216,0.25,0.7826086956521738
217,0.75,0.4782608695652174
218,0.125,0.6086956521739131
219,0.0,0.6086956521739131
220,0.5,0.17391304347826086
221,0.75,0.21739130434782608
222,0.125,0.6956521739130435
223,0.25,0.5217391304347826
224,0.25,0.34782608695652173
225,1.0,0.13043478260869565
226,0.75,0.4782608695652174
227,0.5,0.7391304347826086
228,0.625,0.5217391304347826
229,0.25,0.6086956521739131
230,0.375,0.4782608695652174
231,0.75,0.2608695652173913
232,1.0,0.34782608695652173
233,0.5,0.7391304347826086
234,0.875,0.5217391304347826
235,1.0,0.43478260869565216
236,0.75,0.6956521739130435
237,0.0,0.9130434782608696
238,0.875,0.2608695652173913
239,0.875,0.30434782608695654
240,0.0,0.9130434782608696
241,0.0,0.6086956521739131
242,0.625,0.08695652173913043
243,0.875,0.21739130434782608
244,0.625,0.6086956521739131
245,0.875,0.5217391304347826
246,0.625,0.6086956521739131
247,0.5,0.6521739130434783
248,0.875,0.3913043478260869
249,0.875,0.4782608695652174
250,0.375,0.7826086956521738
251,0.875,0.43478260869565216
252,0.875,0.43478260869565216
253,0.125,0.8695652173913044
254,1.0,0.30434782608695654
255,0.375,0.5652173913043479
256,0.75,0.5217391304347826
257,0.75,0.43478260869565216
258,0.5,0.6521739130434783
259,0.875,0.43478260869565216
260,0.75,0.5217391304347826
261,0.625,0.6521739130434783
262,0.75,0.5217391304347826
263,0.75,0.5217391304347826
264,0.125,0.7826086956521738
265,0.375,0.4782608695652174
266,0.5,0.30434782608695654
267,0.875,0.30434782608695654
268,0.25,0.6956521739130435
269,0.375,0.5652173913043479
270,0.25,0.43478260869565216
271,0.625,0.30434782608695654
272,1.0,0.2608695652173913
273,0.875,0.5652173913043479
274,1.0,0.6086956521739131
275,0.0,0.9565217391304348
276,0.0,0.6521739130434783
277,0.875,0.0
278,0.0,0.6086956521739131
279,0.25,0.5217391304347826
280,0.125,0.34782608695652173
281,0.125,0.3913043478260869
282,1.0,0.043478260869565216
283,0.375,0.5652173913043479
284,1.0,0.43478260869565216
285,0.625,0.5652173913043479
286,1.0,0.5217391304347826
287,0.5,0.6956521739130435
288,0.75,0.5652173913043479
289,0.25,0.6521739130434783
290,0.0,0.6521739130434783
291,0.25,0.30434782608695654
292,0.625,0.17391304347826086
293,0.5,0.43478260869565216
294,0.5,0.5217391304347826
295,0.125,0.6086956521739131
296,0.25,0.43478260869565216
297,0.625,0.21739130434782608
298,0.125,0.5652173913043479
299,0.5,0.3913043478260869
300,0.5,0.34782608695652173
301,1.0,0.30434782608695654
302,0.375,0.6956521739130435
303,0.875,0.4782608695652174
304,0.875,0.43478260869565216
305,0.375,0.7826086956521738
306,0.125,0.6956521739130435
307,0.25,0.3913043478260869
308,0.5,0.2608695652173913
309,0.125,0.5217391304347826
310,0.125,0.4782608695652174
311,0.875,0.08695652173913043
312,0.375,0.5217391304347826
313,0.125,0.6956521739130435
314,0.75,0.21739130434782608
315,0.375,0.4782608695652174
316,0.5,0.5217391304347826
317,0.75,0.34782608695652173
318,0.25,0.6521739130434783
319,1.0,0.30434782608695654
320,0.625,0.5217391304347826
321,1.0,0.5217391304347826
322,1.0,0.5217391304347826
323,0.125,0.9565217391304348
324,0.625,0.4782608695652174
325,0.75,0.30434782608695654
326,0.5,0.6086956521739131
327,0.75,0.4782608695652174
328,0.5,0.5652173913043479
329,0.25,0.6521739130434783
330,0.75,0.30434782608695654
331,0.25,0.5652173913043479
332,0.375,0.5217391304347826
333,0.75,0.2608695652173913
334,0.375,0.5652173913043479
335,0.5,0.5217391304347826
336,0.75,0.34782608695652173
337,0.125,0.6956521739130435
338,1.0,0.2608695652173913
339,0.125,0.6521739130434783
340,1.0,0.34782608695652173
341,0.625,0.4782608695652174
342,0.125,0.826086956521739
343,0.0,0.5652173913043479
344,1.0,0.0
345,0.25,0.5652173913043479
346,0.625,0.5217391304347826
347,0.25,0.5217391304347826
348,0.5,0.43478260869565216
349,0.625,0.34782608695652173
350,1.0,0.34782608695652173
351,0.875,0.5652173913043479
352,0.25,0.8695652173913044
353,0.625,0.4782608695652174
354,0.125,0.5652173913043479
355,1.0,0.21739130434782608
356,0.125,0.6521739130434783
357,0.375,0.5652173913043479
358,0.375,0.34782608695652173
359,0.25,0.4782608695652174
360,1.0,0.17391304347826086
361,0.75,0.4782608695652174
362,0.0,0.9130434782608696
363,0.875,0.2608695652173913
364,0.375,0.4782608695652174
365,0.375,0.6086956521739131
366,0.25,0.4782608695652174
367,0.25,0.43478260869565216
368,0.125,0.43478260869565216
369,0.75,0.17391304347826086
370,0.375,0.4782608695652174
371,0.625,0.4782608695652174
372,0.125,0.6086956521739131
373,0.125,0.5217391304347826
374,1.0,0.043478260869565216
375,0.0,0.6956521739130435
376,0.125,0.6086956521739131
377,0.75,0.08695652173913043
378,0.125,0.5652173913043479
379,0.25,0.5217391304347826
380,0.375,0.30434782608695654
381,0.875,0.21739130434782608
382,1.0,0.3913043478260869
383,0.625,0.7391304347826086
384,0.125,0.826086956521739
385,1.0,0.21739130434782608
386,0.75,0.43478260869565216
387,0.125,0.8695652173913044
388,0.5,0.43478260869565216
389,0.125,0.4782608695652174
390,0.875,0.21739130434782608
391,1.0,0.30434782608695654
392,0.25,0.8695652173913044
393,0.625,0.5217391304347826
394,0.0,0.6086956521739131
395,1.0,0.17391304347826086
396,0.875,0.34782608695652173
397,0.875,0.6521739130434783
398,0.25,0.826086956521739
