,0,1
0,0.125,0.2608695652173913
1,0.75,0.13043478260869565
2,0.125,0.5652173913043479
3,0.5,0.43478260869565216
4,0.125,0.4782608695652174
5,1.0,0.17391304347826086
6,0.375,0.5652173913043479
7,1.0,0.43478260869565216
8,0.875,0.4782608695652174
9,0.875,0.6521739130434783
10,0.5,0.7391304347826086
11,0.0,0.7826086956521738
12,0.25,0.3913043478260869
13,0.875,0.08695652173913043
14,0.375,0.5652173913043479
15,1.0,0.3913043478260869
16,0.125,0.7391304347826086
17,0.125,0.6521739130434783
18,0.375,0.2608695652173913
19,0.625,0.2608695652173913
20,0.0,0.6521739130434783
21,0.625,0.30434782608695654
22,0.25,0.43478260869565216
23,0.75,0.34782608695652173
24,0.125,0.6086956521739131
25,0.625,0.3913043478260869
26,0.75,0.30434782608695654
27,1.0,0.43478260869565216
28,0.75,0.6521739130434783
29,0.375,0.7826086956521738
30,0.5,0.5217391304347826
31,0.125,0.5652173913043479
32,0.75,0.2608695652173913
33,0.25,0.5217391304347826
34,0.0,0.6521739130434783
35,0.125,0.34782608695652173
36,1.0,0.0
37,0.0,0.6956521739130435
38,0.25,0.5652173913043479
39,0.75,0.13043478260869565
40,0.75,0.3913043478260869
41,0.75,0.5652173913043479
42,0.75,0.5652173913043479
43,0.25,0.7391304347826086
44,0.25,0.5652173913043479
45,0.125,0.43478260869565216
46,0.75,0.17391304347826086
47,0.375,0.4782608695652174
48,0.75,0.43478260869565216
49,0.0,0.6956521739130435
50,0.25,0.4782608695652174
51,0.25,0.30434782608695654
52,0.125,0.43478260869565216
53,0.5,0.2608695652173913
54,0.625,0.30434782608695654
55,1.0,0.34782608695652173
56,1.0,0.5217391304347826
57,0.75,0.7391304347826086
58,0.25,0.826086956521739
59,1.0,0.30434782608695654
60,0.375,0.6086956521739131
61,0.875,0.4782608695652174
62,1.0,0.3913043478260869
63,1.0,0.6086956521739131
64,0.125,0.9565217391304348
65,0.875,0.3913043478260869
66,1.0,0.30434782608695654
67,0.375,0.826086956521739
68,0.25,0.6956521739130435
69,0.25,0.43478260869565216
70,0.875,0.17391304347826086
71,0.375,0.5652173913043479
72,0.25,0.6521739130434783
73,0.25,0.43478260869565216
74,0.0,0.4782608695652174
75,0.0,0.3913043478260869
76,0.125,0.2608695652173913
77,0.0,0.34782608695652173
78,0.875,0.043478260869565216
79,0.5,0.43478260869565216
80,0.75,0.5217391304347826
81,0.125,0.6956521739130435
82,0.875,0.30434782608695654
83,0.875,0.34782608695652173
84,0.0,0.9130434782608696
85,0.875,0.30434782608695654
86,1.0,0.2608695652173913
87,1.0,0.6086956521739131
88,0.875,0.6956521739130435
89,0.75,0.6956521739130435
90,0.875,0.5652173913043479
91,0.5,0.6956521739130435
92,0.0,0.7826086956521738
93,0.625,0.2608695652173913
